,State,Year,Quater,Transaction_type,Transaction_count,Transaction_amount,code,Latitude,Longitude
2858,Rajasthan,2021,1,Others,491137,347689722.9177618,RJ,26.8105777,73.7684549
2859,Rajasthan,2021,2,Peer-to-peer payments,139277445,467784146764.7472,RJ,26.8105777,73.7684549
2860,Rajasthan,2021,2,Merchant payments,97860493,69922875807.46701,RJ,26.8105777,73.7684549
2861,Rajasthan,2021,2,Recharge & bill payments,49501703,23387103755.819717,RJ,26.8105777,73.7684549
2862,Rajasthan,2021,2,Financial Services,216441,186606893.61035597,RJ,26.8105777,73.7684549
2863,Rajasthan,2021,2,Others,620957,422031947.60023904,RJ,26.8105777,73.7684549
2864,Rajasthan,2021,3,Peer-to-peer payments,181742972,575912799217.8965,RJ,26.8105777,73.7684549
2865,Rajasthan,2021,3,Merchant payments,167819345,105548321875.05884,RJ,26.8105777,73.7684549
2866,Rajasthan,2021,3,Recharge & bill payments,49709657,28335516739.41771,RJ,26.8105777,73.7684549
2867,Rajasthan,2021,3,Financial Services,197211,190362135.86135095,RJ,26.8105777,73.7684549
2868,Rajasthan,2021,3,Others,815568,524328574.2504093,RJ,26.8105777,73.7684549
2869,Rajasthan,2021,4,Merchant payments,221774624,151967969235.0213,RJ,26.8105777,73.7684549
2870,Rajasthan,2021,4,Peer-to-peer payments,212937264,718215327365.9165,RJ,26.8105777,73.7684549
2871,Rajasthan,2021,4,Recharge & bill payments,51610607,32831163302.92643,RJ,26.8105777,73.7684549
2872,Rajasthan,2021,4,Financial Services,265091,263180819.6932125,RJ,26.8105777,73.7684549
2873,Rajasthan,2021,4,Others,1034011,656777820.7586894,RJ,26.8105777,73.7684549
2874,Rajasthan,2022,1,Merchant payments,267467038,171182113048.26318,RJ,26.8105777,73.7684549
2875,Rajasthan,2022,1,Peer-to-peer payments,241739380,814525435614.1678,RJ,26.8105777,73.7684549
2876,Rajasthan,2022,1,Recharge & bill payments,54555117,35542881861.07577,RJ,26.8105777,73.7684549
2877,Rajasthan,2022,1,Financial Services,244029,243340851.71204624,RJ,26.8105777,73.7684549
2878,Rajasthan,2022,1,Others,956656,556409604.9103613,RJ,26.8105777,73.7684549
2879,Rajasthan,2022,2,Merchant payments,336900860,208238945148.44,RJ,26.8105777,73.7684549
2880,Rajasthan,2022,2,Peer-to-peer payments,263380560,905641041298.7231,RJ,26.8105777,73.7684549
2881,Rajasthan,2022,2,Recharge & bill payments,59879660,38325678033.56471,RJ,26.8105777,73.7684549
2882,Rajasthan,2022,2,Financial Services,170705,175399371.37748802,RJ,26.8105777,73.7684549
2883,Rajasthan,2022,2,Others,838365,452454748.2866859,RJ,26.8105777,73.7684549
2884,Rajasthan,2022,3,Merchant payments,398104319,230609701751.02283,RJ,26.8105777,73.7684549
2885,Rajasthan,2022,3,Peer-to-peer payments,299383118,961209376585.562,RJ,26.8105777,73.7684549
2886,Rajasthan,2022,3,Recharge & bill payments,69118763,46000391408.24405,RJ,26.8105777,73.7684549
2887,Rajasthan,2022,3,Financial Services,215235,220271929.84233996,RJ,26.8105777,73.7684549
2888,Rajasthan,2022,3,Others,719925,449514643.6055006,RJ,26.8105777,73.7684549
2889,Rajasthan,2022,4,Merchant payments,457778005,275194969877.524,RJ,26.8105777,73.7684549
2890,Rajasthan,2022,4,Peer-to-peer payments,334316758,1130380720682.5205,RJ,26.8105777,73.7684549
2891,Rajasthan,2022,4,Recharge & bill payments,72510470,50609988781.94313,RJ,26.8105777,73.7684549
2892,Rajasthan,2022,4,Financial Services,244442,270658680.97924906,RJ,26.8105777,73.7684549
2893,Rajasthan,2022,4,Others,725173,500361375.6905828,RJ,26.8105777,73.7684549
2894,Sikkim,2018,1,Recharge & bill payments,26965,4823943.542263939,SK,27.601029,88.45413638680145
2895,Sikkim,2018,1,Peer-to-peer payments,13559,56334584.632872,SK,27.601029,88.45413638680145
2896,Sikkim,2018,1,Merchant payments,1349,1677583.1440411464,SK,27.601029,88.45413638680145
2897,Sikkim,2018,1,Financial Services,608,86906.81958101383,SK,27.601029,88.45413638680145
2898,Sikkim,2018,1,Others,1597,1727920.8016103164,SK,27.601029,88.45413638680145
2899,Sikkim,2018,2,Recharge & bill payments,45435,9465769.856051585,SK,27.601029,88.45413638680145
2900,Sikkim,2018,2,Peer-to-peer payments,24237,127051984.3879841,SK,27.601029,88.45413638680145
2901,Sikkim,2018,2,Merchant payments,2556,4713227.148135973,SK,27.601029,88.45413638680145
2902,Sikkim,2018,2,Financial Services,562,218130.12995975127,SK,27.601029,88.45413638680145
2903,Sikkim,2018,2,Others,1788,2243974.0076642134,SK,27.601029,88.45413638680145
2904,Sikkim,2018,3,Recharge & bill payments,58421,12221506.18938216,SK,27.601029,88.45413638680145
2905,Sikkim,2018,3,Peer-to-peer payments,43195,215547415.4557628,SK,27.601029,88.45413638680145
2906,Sikkim,2018,3,Merchant payments,4521,5322296.747954514,SK,27.601029,88.45413638680145
2907,Sikkim,2018,3,Financial Services,562,261766.8021705601,SK,27.601029,88.45413638680145
2908,Sikkim,2018,3,Others,1801,1727241.758047811,SK,27.601029,88.45413638680145
2909,Sikkim,2018,4,Recharge & bill payments,79232,16713780.628117371,SK,27.601029,88.45413638680145
2910,Sikkim,2018,4,Peer-to-peer payments,65451,351253329.74205655,SK,27.601029,88.45413638680145
2911,Sikkim,2018,4,Merchant payments,7452,12637809.239460424,SK,27.601029,88.45413638680145
2912,Sikkim,2018,4,Financial Services,717,596472.7145790398,SK,27.601029,88.45413638680145
2913,Sikkim,2018,4,Others,1681,1939965.754040409,SK,27.601029,88.45413638680145
2914,Sikkim,2019,1,Peer-to-peer payments,121984,422987999.8947268,SK,27.601029,88.45413638680145
2915,Sikkim,2019,1,Recharge & bill payments,96878,20711589.874598008,SK,27.601029,88.45413638680145
2916,Sikkim,2019,1,Merchant payments,18346,11837344.846847566,SK,27.601029,88.45413638680145
2917,Sikkim,2019,1,Financial Services,1225,191594.23340424805,SK,27.601029,88.45413638680145
2918,Sikkim,2019,1,Others,1854,2265105.53451732,SK,27.601029,88.45413638680145
2919,Sikkim,2019,2,Peer-to-peer payments,172125,674044301.8399961,SK,27.601029,88.45413638680145
2920,Sikkim,2019,2,Recharge & bill payments,142582,32535297.489453897,SK,27.601029,88.45413638680145
2921,Sikkim,2019,2,Merchant payments,66722,28248001.02647286,SK,27.601029,88.45413638680145
2922,Sikkim,2019,2,Financial Services,2294,310197.54774877685,SK,27.601029,88.45413638680145
2923,Sikkim,2019,2,Others,4521,3756445.53226958,SK,27.601029,88.45413638680145
2924,Sikkim,2019,3,Peer-to-peer payments,203052,794235862.6317357,SK,27.601029,88.45413638680145
2925,Sikkim,2019,3,Merchant payments,188753,52337322.5262961,SK,27.601029,88.45413638680145
2926,Sikkim,2019,3,Recharge & bill payments,156125,33922224.892257094,SK,27.601029,88.45413638680145
2927,Sikkim,2019,3,Financial Services,288,548142.8999844441,SK,27.601029,88.45413638680145
2928,Sikkim,2019,3,Others,4218,3672895.4901549695,SK,27.601029,88.45413638680145
2929,Sikkim,2019,4,Peer-to-peer payments,508471,1086457147.940953,SK,27.601029,88.45413638680145
2930,Sikkim,2019,4,Recharge & bill payments,181287,42705664.08625737,SK,27.601029,88.45413638680145
2931,Sikkim,2019,4,Merchant payments,73992,43954548.804204434,SK,27.601029,88.45413638680145
2932,Sikkim,2019,4,Financial Services,373,494076.3450829056,SK,27.601029,88.45413638680145
2933,Sikkim,2019,4,Others,2947,2898164.4797200123,SK,27.601029,88.45413638680145
2934,Sikkim,2020,1,Peer-to-peer payments,230413,954765350.1856782,SK,27.601029,88.45413638680145
2935,Sikkim,2020,1,Recharge & bill payments,215586,53588505.83882397,SK,27.601029,88.45413638680145
2936,Sikkim,2020,1,Merchant payments,79881,43201695.38937264,SK,27.601029,88.45413638680145
2937,Sikkim,2020,1,Financial Services,345,175569.53933206247,SK,27.601029,88.45413638680145
2938,Sikkim,2020,1,Others,1893,1745150.991195219,SK,27.601029,88.45413638680145
2939,Sikkim,2020,2,Recharge & bill payments,297620,78397187.10935993,SK,27.601029,88.45413638680145
2940,Sikkim,2020,2,Peer-to-peer payments,186495,939900165.9422412,SK,27.601029,88.45413638680145
2941,Sikkim,2020,2,Merchant payments,31442,34385184.65717751,SK,27.601029,88.45413638680145
2942,Sikkim,2020,2,Financial Services,883,999656.0722047671,SK,27.601029,88.45413638680145
2943,Sikkim,2020,2,Others,1291,936594.480283038,SK,27.601029,88.45413638680145
2944,Sikkim,2020,3,Recharge & bill payments,298885,83894642.6709112,SK,27.601029,88.45413638680145
2945,Sikkim,2020,3,Peer-to-peer payments,245087,1255521152.966514,SK,27.601029,88.45413638680145
2946,Sikkim,2020,3,Merchant payments,49299,58337178.67223759,SK,27.601029,88.45413638680145
2947,Sikkim,2020,3,Financial Services,1252,1795366.733436462,SK,27.601029,88.45413638680145
2948,Sikkim,2020,3,Others,1912,1378387.6172995246,SK,27.601029,88.45413638680145
2949,Sikkim,2020,4,Peer-to-peer payments,334069,1711730126.584541,SK,27.601029,88.45413638680145
2950,Sikkim,2020,4,Recharge & bill payments,301382,90168624.0541554,SK,27.601029,88.45413638680145
2951,Sikkim,2020,4,Merchant payments,95503,112478003.86391155,SK,27.601029,88.45413638680145
2952,Sikkim,2020,4,Financial Services,1427,2361187.592392395,SK,27.601029,88.45413638680145
2953,Sikkim,2020,4,Others,2654,2537863.027923054,SK,27.601029,88.45413638680145
2954,Sikkim,2021,1,Peer-to-peer payments,403703,1965492629.578867,SK,27.601029,88.45413638680145
2955,Sikkim,2021,1,Recharge & bill payments,279679,93174110.112334,SK,27.601029,88.45413638680145
2956,Sikkim,2021,1,Merchant payments,112925,154183320.1372872,SK,27.601029,88.45413638680145
2957,Sikkim,2021,1,Financial Services,1844,3027799.2784099854,SK,27.601029,88.45413638680145
2958,Sikkim,2021,1,Others,2038,1789867.7338266163,SK,27.601029,88.45413638680145
2959,Sikkim,2021,2,Peer-to-peer payments,473141,2125758496.616091,SK,27.601029,88.45413638680145
2960,Sikkim,2021,2,Recharge & bill payments,345495,103846501.52404109,SK,27.601029,88.45413638680145
2961,Sikkim,2021,2,Merchant payments,153671,190473176.21848944,SK,27.601029,88.45413638680145
2962,Sikkim,2021,2,Financial Services,1865,2851874.287465013,SK,27.601029,88.45413638680145
2963,Sikkim,2021,2,Others,2542,1969531.0292125773,SK,27.601029,88.45413638680145
2964,Sikkim,2021,3,Peer-to-peer payments,595826,2582075089.383399,SK,27.601029,88.45413638680145
2965,Sikkim,2021,3,Recharge & bill payments,346173,111613776.75942025,SK,27.601029,88.45413638680145
2966,Sikkim,2021,3,Merchant payments,213808,290732930.46291006,SK,27.601029,88.45413638680145
2967,Sikkim,2021,3,Financial Services,1689,2624558.3857180667,SK,27.601029,88.45413638680145
2968,Sikkim,2021,3,Others,3098,2290508.8169457563,SK,27.601029,88.45413638680145
2969,Sikkim,2021,4,Peer-to-peer payments,831597,3548508409.656125,SK,27.601029,88.45413638680145
2970,Sikkim,2021,4,Recharge & bill payments,376078,136473754.40071422,SK,27.601029,88.45413638680145
2971,Sikkim,2021,4,Merchant payments,369343,504586163.5569785,SK,27.601029,88.45413638680145
2972,Sikkim,2021,4,Financial Services,2269,3162023.721020665,SK,27.601029,88.45413638680145
2973,Sikkim,2021,4,Others,5058,4052910.300969372,SK,27.601029,88.45413638680145
2974,Sikkim,2022,1,Peer-to-peer payments,916940,3650961081.00263,SK,27.601029,88.45413638680145
2975,Sikkim,2022,1,Merchant payments,449273,570784579.6670712,SK,27.601029,88.45413638680145
2976,Sikkim,2022,1,Recharge & bill payments,371579,139135962.10369253,SK,27.601029,88.45413638680145
2977,Sikkim,2022,1,Financial Services,2124,3062332.163804472,SK,27.601029,88.45413638680145
2978,Sikkim,2022,1,Others,4386,3487320.9262269526,SK,27.601029,88.45413638680145
2979,Sikkim,2022,2,Peer-to-peer payments,1198014,4596501308.195931,SK,27.601029,88.45413638680145
2980,Sikkim,2022,2,Merchant payments,706658,847497607.0893551,SK,27.601029,88.45413638680145
2981,Sikkim,2022,2,Recharge & bill payments,411189,162174479.6973383,SK,27.601029,88.45413638680145
2982,Sikkim,2022,2,Financial Services,1758,1861284.7969863976,SK,27.601029,88.45413638680145
2983,Sikkim,2022,2,Others,4462,3070990.527526753,SK,27.601029,88.45413638680145
2984,Sikkim,2022,3,Peer-to-peer payments,1222037,4173703593.656705,SK,27.601029,88.45413638680145
2985,Sikkim,2022,3,Merchant payments,772650,830361400.9603965,SK,27.601029,88.45413638680145
2986,Sikkim,2022,3,Recharge & bill payments,397207,153567926.32171312,SK,27.601029,88.45413638680145
2987,Sikkim,2022,3,Financial Services,1538,2851319.5479129557,SK,27.601029,88.45413638680145
2988,Sikkim,2022,3,Others,3326,2396303.4047308518,SK,27.601029,88.45413638680145
2989,Sikkim,2022,4,Peer-to-peer payments,1548662,5175155338.821596,SK,27.601029,88.45413638680145
2990,Sikkim,2022,4,Merchant payments,1033541,1096220774.255463,SK,27.601029,88.45413638680145
2991,Sikkim,2022,4,Recharge & bill payments,470639,181281682.32208145,SK,27.601029,88.45413638680145
2992,Sikkim,2022,4,Financial Services,2049,2701971.788609252,SK,27.601029,88.45413638680145
2993,Sikkim,2022,4,Others,3448,3025622.2320622765,SK,27.601029,88.45413638680145
2994,Tamil Nadu,2018,1,Recharge & bill payments,3308548,646028338.3951533,TN,10.9094334,78.3665347
2995,Tamil Nadu,2018,1,Peer-to-peer payments,2670613,10031518934.085688,TN,10.9094334,78.3665347
2996,Tamil Nadu,2018,1,Merchant payments,326510,272002057.1736871,TN,10.9094334,78.3665347
2997,Tamil Nadu,2018,1,Financial Services,115363,31876073.74792233,TN,10.9094334,78.3665347
2998,Tamil Nadu,2018,1,Others,305588,280132294.11422664,TN,10.9094334,78.3665347
2999,Tamil Nadu,2018,2,Recharge & bill payments,4464677,1189892955.8051777,TN,10.9094334,78.3665347
3000,Tamil Nadu,2018,2,Peer-to-peer payments,4433762,18067624388.09562,TN,10.9094334,78.3665347
3001,Tamil Nadu,2018,2,Merchant payments,627918,517130320.4660308,TN,10.9094334,78.3665347
3002,Tamil Nadu,2018,2,Financial Services,167035,65402385.25640666,TN,10.9094334,78.3665347
3003,Tamil Nadu,2018,2,Others,298736,285794226.64323723,TN,10.9094334,78.3665347
3004,Tamil Nadu,2018,3,Peer-to-peer payments,8810836,26792462660.044968,TN,10.9094334,78.3665347
3005,Tamil Nadu,2018,3,Recharge & bill payments,5148411,1521551955.205038,TN,10.9094334,78.3665347
3006,Tamil Nadu,2018,3,Merchant payments,1290978,733189649.5729834,TN,10.9094334,78.3665347
3007,Tamil Nadu,2018,3,Financial Services,191732,37049222.36590697,TN,10.9094334,78.3665347
3008,Tamil Nadu,2018,3,Others,332121,245838753.995272,TN,10.9094334,78.3665347
3009,Tamil Nadu,2018,4,Peer-to-peer payments,11538547,39180083690.57276,TN,10.9094334,78.3665347
3010,Tamil Nadu,2018,4,Recharge & bill payments,7093764,2020329567.8245385,TN,10.9094334,78.3665347
3011,Tamil Nadu,2018,4,Merchant payments,3145621,1742903221.432857,TN,10.9094334,78.3665347
3012,Tamil Nadu,2018,4,Financial Services,228398,46571758.68242933,TN,10.9094334,78.3665347
3013,Tamil Nadu,2018,4,Others,451114,312185737.38152075,TN,10.9094334,78.3665347
3014,Tamil Nadu,2019,1,Peer-to-peer payments,18645926,51296299081.44436,TN,10.9094334,78.3665347
3015,Tamil Nadu,2019,1,Recharge & bill payments,8863289,2695317014.8660007,TN,10.9094334,78.3665347
3016,Tamil Nadu,2019,1,Merchant payments,4195222,1924461188.9900143,TN,10.9094334,78.3665347
3017,Tamil Nadu,2019,1,Financial Services,193261,31217137.545322973,TN,10.9094334,78.3665347
3018,Tamil Nadu,2019,1,Others,377347,256742393.284268,TN,10.9094334,78.3665347
3019,Tamil Nadu,2019,2,Peer-to-peer payments,16952961,57924128549.06981,TN,10.9094334,78.3665347
3020,Tamil Nadu,2019,2,Recharge & bill payments,8414514,3280033639.8500404,TN,10.9094334,78.3665347
3021,Tamil Nadu,2019,2,Merchant payments,6296995,2690331792.5060787,TN,10.9094334,78.3665347
3022,Tamil Nadu,2019,2,Financial Services,70142,18334602.38963153,TN,10.9094334,78.3665347
3023,Tamil Nadu,2019,2,Others,437125,294847441.9421142,TN,10.9094334,78.3665347
3024,Tamil Nadu,2019,3,Peer-to-peer payments,21277636,70615331408.53966,TN,10.9094334,78.3665347
3025,Tamil Nadu,2019,3,Merchant payments,10344027,4079315732.661683,TN,10.9094334,78.3665347
3026,Tamil Nadu,2019,3,Recharge & bill payments,9246678,3964144354.416152,TN,10.9094334,78.3665347
3027,Tamil Nadu,2019,3,Financial Services,88261,27213741.831077334,TN,10.9094334,78.3665347
3028,Tamil Nadu,2019,3,Others,453581,273599406.1898495,TN,10.9094334,78.3665347
3029,Tamil Nadu,2019,4,Peer-to-peer payments,28814008,91858026341.27563,TN,10.9094334,78.3665347
3030,Tamil Nadu,2019,4,Merchant payments,16153034,6420193204.780616,TN,10.9094334,78.3665347
3031,Tamil Nadu,2019,4,Recharge & bill payments,11157765,4681454397.562926,TN,10.9094334,78.3665347
3032,Tamil Nadu,2019,4,Financial Services,60624,24332240.65556671,TN,10.9094334,78.3665347
3033,Tamil Nadu,2019,4,Others,410980,206859328.2685905,TN,10.9094334,78.3665347
3034,Tamil Nadu,2020,1,Peer-to-peer payments,30880360,101907683045.28436,TN,10.9094334,78.3665347
3035,Tamil Nadu,2020,1,Merchant payments,21541556,8950736938.223478,TN,10.9094334,78.3665347
3036,Tamil Nadu,2020,1,Recharge & bill payments,14134259,5493239429.732224,TN,10.9094334,78.3665347
3037,Tamil Nadu,2020,1,Financial Services,61427,41422107.813630365,TN,10.9094334,78.3665347
3038,Tamil Nadu,2020,1,Others,335871,176604658.386683,TN,10.9094334,78.3665347
3039,Tamil Nadu,2020,2,Peer-to-peer payments,21700844,82347647064.12332,TN,10.9094334,78.3665347
3040,Tamil Nadu,2020,2,Recharge & bill payments,18474731,6414781159.484189,TN,10.9094334,78.3665347
3041,Tamil Nadu,2020,2,Merchant payments,11477546,6909361871.628206,TN,10.9094334,78.3665347
3042,Tamil Nadu,2020,2,Financial Services,78584,89189349.84916353,TN,10.9094334,78.3665347
3043,Tamil Nadu,2020,2,Others,138405,65529451.74366937,TN,10.9094334,78.3665347
3044,Tamil Nadu,2020,3,Peer-to-peer payments,31754077,123561080533.04672,TN,10.9094334,78.3665347
3045,Tamil Nadu,2020,3,Merchant payments,20664887,12554589575.504852,TN,10.9094334,78.3665347
3046,Tamil Nadu,2020,3,Recharge & bill payments,17521756,7476952307.406668,TN,10.9094334,78.3665347
3047,Tamil Nadu,2020,3,Financial Services,129671,158512062.54590106,TN,10.9094334,78.3665347
3048,Tamil Nadu,2020,3,Others,207434,90281020.15995154,TN,10.9094334,78.3665347
3049,Tamil Nadu,2020,4,Peer-to-peer payments,47800741,172196381789.491,TN,10.9094334,78.3665347
3050,Tamil Nadu,2020,4,Merchant payments,41297305,24417758781.65223,TN,10.9094334,78.3665347
3051,Tamil Nadu,2020,4,Recharge & bill payments,21563946,9462546013.163391,TN,10.9094334,78.3665347
3052,Tamil Nadu,2020,4,Financial Services,153044,186775413.14290395,TN,10.9094334,78.3665347
3053,Tamil Nadu,2020,4,Others,364665,209735503.54521424,TN,10.9094334,78.3665347
3054,Tamil Nadu,2021,1,Peer-to-peer payments,57446279,206405230307.9611,TN,10.9094334,78.3665347
3055,Tamil Nadu,2021,1,Merchant payments,53811885,30722779534.582508,TN,10.9094334,78.3665347
3056,Tamil Nadu,2021,1,Recharge & bill payments,24826273,11115915388.739548,TN,10.9094334,78.3665347
3057,Tamil Nadu,2021,1,Financial Services,170620,215319360.4840321,TN,10.9094334,78.3665347
3058,Tamil Nadu,2021,1,Others,301617,208899281.8834732,TN,10.9094334,78.3665347
3059,Tamil Nadu,2021,2,Peer-to-peer payments,60812902,216379027686.3025,TN,10.9094334,78.3665347
3060,Tamil Nadu,2021,2,Merchant payments,52048347,33504798112.88382,TN,10.9094334,78.3665347
3061,Tamil Nadu,2021,2,Recharge & bill payments,32753032,13155346942.255478,TN,10.9094334,78.3665347
3062,Tamil Nadu,2021,2,Financial Services,192614,225113402.6634022,TN,10.9094334,78.3665347
3063,Tamil Nadu,2021,2,Others,351547,223054882.44675264,TN,10.9094334,78.3665347
3064,Tamil Nadu,2021,3,Merchant payments,85074941,52932187058.5752,TN,10.9094334,78.3665347
3065,Tamil Nadu,2021,3,Peer-to-peer payments,83833356,296121079294.8346,TN,10.9094334,78.3665347
3066,Tamil Nadu,2021,3,Recharge & bill payments,34751691,15613287081.611631,TN,10.9094334,78.3665347
3067,Tamil Nadu,2021,3,Financial Services,182097,246146707.2790811,TN,10.9094334,78.3665347
3068,Tamil Nadu,2021,3,Others,515319,294622911.6328684,TN,10.9094334,78.3665347
3069,Tamil Nadu,2021,4,Merchant payments,117578360,70539086832.13815,TN,10.9094334,78.3665347
3070,Tamil Nadu,2021,4,Peer-to-peer payments,104493071,353529424598.23047,TN,10.9094334,78.3665347
3071,Tamil Nadu,2021,4,Recharge & bill payments,36163870,18979178477.53405,TN,10.9094334,78.3665347
3072,Tamil Nadu,2021,4,Financial Services,228761,275850497.094934,TN,10.9094334,78.3665347
3073,Tamil Nadu,2021,4,Others,691914,400412189.80491126,TN,10.9094334,78.3665347
3074,Tamil Nadu,2022,1,Merchant payments,139788772,81798208975.87326,TN,10.9094334,78.3665347
3075,Tamil Nadu,2022,1,Peer-to-peer payments,119383791,409631710258.4541,TN,10.9094334,78.3665347
3076,Tamil Nadu,2022,1,Recharge & bill payments,34579431,20705079141.09696,TN,10.9094334,78.3665347
3077,Tamil Nadu,2022,1,Financial Services,241201,298216135.377552,TN,10.9094334,78.3665347
3078,Tamil Nadu,2022,1,Others,579955,355987089.8306444,TN,10.9094334,78.3665347
3079,Tamil Nadu,2022,2,Merchant payments,179245529,100813133534.0309,TN,10.9094334,78.3665347
3080,Tamil Nadu,2022,2,Peer-to-peer payments,136341691,464333108374.5711,TN,10.9094334,78.3665347
3081,Tamil Nadu,2022,2,Recharge & bill payments,38257271,24477663683.793488,TN,10.9094334,78.3665347
3082,Tamil Nadu,2022,2,Financial Services,202498,233054908.96978933,TN,10.9094334,78.3665347
3083,Tamil Nadu,2022,2,Others,459948,277767177.03123105,TN,10.9094334,78.3665347
3084,Tamil Nadu,2022,3,Merchant payments,202149276,109801011246.16068,TN,10.9094334,78.3665347
3085,Tamil Nadu,2022,3,Peer-to-peer payments,148805657,493880482824.984,TN,10.9094334,78.3665347
3086,Tamil Nadu,2022,3,Recharge & bill payments,41919063,27694221703.16715,TN,10.9094334,78.3665347
3087,Tamil Nadu,2022,3,Financial Services,217741,238069828.1652185,TN,10.9094334,78.3665347
3088,Tamil Nadu,2022,3,Others,404438,265434770.7913805,TN,10.9094334,78.3665347
3089,Tamil Nadu,2022,4,Merchant payments,229308285,118847998736.56468,TN,10.9094334,78.3665347
3090,Tamil Nadu,2022,4,Peer-to-peer payments,162920305,526511418812.7734,TN,10.9094334,78.3665347
3091,Tamil Nadu,2022,4,Recharge & bill payments,43391904,29719449171.387,TN,10.9094334,78.3665347
3092,Tamil Nadu,2022,4,Financial Services,295740,334812023.56560165,TN,10.9094334,78.3665347
3093,Tamil Nadu,2022,4,Others,400402,275988847.1474179,TN,10.9094334,78.3665347
3094,Telangana,2018,1,Recharge & bill payments,4209319,831912767.5937189,TS,17.8495919,79.1151663
3095,Telangana,2018,1,Peer-to-peer payments,3307245,11748268950.760422,TS,17.8495919,79.1151663
3096,Telangana,2018,1,Merchant payments,351474,282899066.6137372,TS,17.8495919,79.1151663
3097,Telangana,2018,1,Financial Services,262876,57011875.36233704,TS,17.8495919,79.1151663
3098,Telangana,2018,1,Others,391852,388111458.2121352,TS,17.8495919,79.1151663
3099,Telangana,2018,2,Peer-to-peer payments,4784079,20748520742.57553,TS,17.8495919,79.1151663
3100,Telangana,2018,2,Recharge & bill payments,4686542,1274130053.834579,TS,17.8495919,79.1151663
3101,Telangana,2018,2,Merchant payments,701082,551696487.3185428,TS,17.8495919,79.1151663
3102,Telangana,2018,2,Financial Services,277805,85498213.25384143,TS,17.8495919,79.1151663
3103,Telangana,2018,2,Others,315162,357356020.669816,TS,17.8495919,79.1151663
3104,Telangana,2018,3,Peer-to-peer payments,11560952,29253505738.828743,TS,17.8495919,79.1151663
3105,Telangana,2018,3,Recharge & bill payments,5328881,1568136060.627837,TS,17.8495919,79.1151663
3106,Telangana,2018,3,Merchant payments,1770075,855534175.4794186,TS,17.8495919,79.1151663
3107,Telangana,2018,3,Financial Services,307312,52554123.97376218,TS,17.8495919,79.1151663
3108,Telangana,2018,3,Others,365483,300363110.81379545,TS,17.8495919,79.1151663
3109,Telangana,2018,4,Peer-to-peer payments,15571288,44541667501.74112,TS,17.8495919,79.1151663
3110,Telangana,2018,4,Recharge & bill payments,7121135,2165870863.16865,TS,17.8495919,79.1151663
3111,Telangana,2018,4,Merchant payments,5315161,2356841304.9649296,TS,17.8495919,79.1151663
3112,Telangana,2018,4,Financial Services,392423,64569231.23559249,TS,17.8495919,79.1151663
3113,Telangana,2018,4,Others,521147,380139546.938216,TS,17.8495919,79.1151663
3114,Telangana,2019,1,Peer-to-peer payments,40488967,87361237975.49301,TS,17.8495919,79.1151663
3115,Telangana,2019,1,Merchant payments,12341901,4144368545.535969,TS,17.8495919,79.1151663
3116,Telangana,2019,1,Recharge & bill payments,11525394,3619117615.485172,TS,17.8495919,79.1151663
3117,Telangana,2019,1,Financial Services,463688,54547989.275453925,TS,17.8495919,79.1151663
3118,Telangana,2019,1,Others,470752,343989909.8750894,TS,17.8495919,79.1151663
3119,Telangana,2019,2,Peer-to-peer payments,46741594,141095702899.16147,TS,17.8495919,79.1151663
3120,Telangana,2019,2,Merchant payments,25682382,8442740781.469844,TS,17.8495919,79.1151663
3121,Telangana,2019,2,Recharge & bill payments,16225017,5603477828.5489645,TS,17.8495919,79.1151663
3122,Telangana,2019,2,Financial Services,252173,43627344.86329399,TS,17.8495919,79.1151663
3123,Telangana,2019,2,Others,709213,490894328.3915366,TS,17.8495919,79.1151663
3124,Telangana,2019,3,Peer-to-peer payments,59981113,180342868388.36203,TS,17.8495919,79.1151663
3125,Telangana,2019,3,Merchant payments,44035953,14308557740.55424,TS,17.8495919,79.1151663
3126,Telangana,2019,3,Recharge & bill payments,16437222,6793699069.387364,TS,17.8495919,79.1151663
3127,Telangana,2019,3,Financial Services,183163,39617186.74048498,TS,17.8495919,79.1151663
3128,Telangana,2019,3,Others,857925,445278745.3818412,TS,17.8495919,79.1151663
3129,Telangana,2019,4,Peer-to-peer payments,82587060,249346680995.9932,TS,17.8495919,79.1151663
3130,Telangana,2019,4,Merchant payments,59347809,21510626607.08445,TS,17.8495919,79.1151663
3131,Telangana,2019,4,Recharge & bill payments,20797056,9561315124.602655,TS,17.8495919,79.1151663
3132,Telangana,2019,4,Financial Services,137291,33453857.404595934,TS,17.8495919,79.1151663
3133,Telangana,2019,4,Others,703042,294688962.659046,TS,17.8495919,79.1151663
3134,Telangana,2020,1,Peer-to-peer payments,95668911,327641798044.80554,TS,17.8495919,79.1151663
3135,Telangana,2020,1,Merchant payments,76818285,31076431477.91269,TS,17.8495919,79.1151663
3136,Telangana,2020,1,Recharge & bill payments,26324268,12324266104.564993,TS,17.8495919,79.1151663
3137,Telangana,2020,1,Financial Services,88184,59500639.38684589,TS,17.8495919,79.1151663
3138,Telangana,2020,1,Others,509877,241784101.54604855,TS,17.8495919,79.1151663
3139,Telangana,2020,2,Peer-to-peer payments,76683293,279478553909.7438,TS,17.8495919,79.1151663
3140,Telangana,2020,2,Merchant payments,44181999,26712043204.891266,TS,17.8495919,79.1151663
